symbol,assetid_norgate,securityname_norgate,exchange_name,exchange_name_full,base_type,subtype1,subtype2,subtype3,financial_summary,business_summary,first_quoted_date
IXN,125037,iShares Global Tech ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares Global Tech ETF (the Fund), formerly iShares S&P Global Technology Sector Index Fund, is an exchange-traded fund (ETF). The Fund seeks investment results that correspond generally to the price and yield performance of the S&P Global 1200 Information Technology Sector Index (the Index). The Index measures the performance of companies that Standard & Poor's Financial Services LLC, a subsidiary of The McGraw-Hill Companies (S&P) deems to be part of the information technology sector of the economy. It is a subset of the S&P Global 1200. Components primarily include information technology and technology companies, and may change over time. The Fund generally invests at least 90% of its assets in securities of the Index and in depositary receipts representing securities of the Index. BlackRock Fund Advisors is the Fund's investment adviser.",16/11/01
IXP,136504,iShares Global Comm Services ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares Global Telecom ETF(the Fund), formerly iShares S&P Global Telecommunications Sector Index Fund, is an exchange-traded fund (ETF). The Fund seeks investment results that correspond generally to the price and yield performance of the S&P Global 1200 Telecommunications Sector Index (the Index). The Index measures the performance of companies that Standard & Poor's Financial Services LLC, a subsidiary of The McGraw-Hill Companies (S&P) deems to be part of the telecommunications sector of the economy. It is a subset of the S&P Global 1200. Components primarily include telecommunication companies, and may change over time. The Fund generally invests at least 90% of its assets in securities of the Index and in depositary receipts representing securities of the Index. BlackRock Fund Advisors is the Fund's investment adviser.",16/11/01
IYC,139931,iShares US Consumer Discretionary ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares U.S. Consumer Services ETF (the Fund), formerly iShares Dow Jones U.S. Consumer Services Sector Index Fund, is an exchange-traded fund (ETF). The Fund seeks investment results that correspond generally to the price and yield performance of the Dow Jones U.S. Consumer Services Index (the Index). The Index measures the performance of the consumer services sector of the U.S. equity market, and includes companies in industry groups, such as food and drug retailers, general retailers, media, and travel and leisure. The Fund invests in a representative sample of securities included in the Index that collectively has an investment profile similar to the Index. Due to the use of representative sampling, the Fund may or may not hold all of the securities that are included in the Index. The Fund's investment advisor is BlackRock Fund Advisors, an indirect subsidiary of BlackRock, Inc.",28/6/00
IYE,125338,iShares US Energy ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares U.S. Energy ETF (the Fund), formerly iShares Dow Jones U.S. Energy Sector Index Fund, is an exchange-traded fund (ETF). The Fund seeks investment results that correspond generally to the price and yield performance of the Dow Jones U.S. Oil & Gas Index (the Index). The Index measures the performance of the oil and gas sector of the United States equity market, and includes companies in industry groups, such as oil and gas producers, and oil equipment, services and distribution. The Fund invests in a representative sample of securities included in the Index that collectively has an investment profile similar to the Index. Due to the use of representative sampling, the Fund may or may not hold all of the securities that are included in the Index. The Fund's investment advisor is BlackRock Fund Advisors (BFA).",16/6/00
IYF,128918,iShares US Financials ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares U.S. Financials ETF, formerly iShares Dow Jones U.S. Financial Sector Index Fund, seeks investment results that correspond generally to the price and yield performance of the Dow Jones U.S. Financials Index (the Index). The Index measures the performance of the financial sector of the United States equity market, and includes companies in industry groups, such as banks, non-life insurance, life insurance, real estate and general finance. The Company invests in a representative sample of securities included in the Index that collectively has an investment profile similar to the Index. Due to the use of representative sampling, the Fund may or may not hold all of the securities that are included in the Index. Its investment advisor is BlackRock Fund Advisors, an indirect subsidiary of BlackRock, Inc.",31/5/00
IYG,139255,iShares US Financial Services ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares U.S. Financial Services ETF (the Fund) is an exchange-traded fund. The Fund seeks investment results that correspond generally to the price and yield performance, before fees and expenses, of the Dow Jones U.S. Financial Services Index (the Underlying Index). The Underlying Index measures the performance of the financial services sector of the United States equity market. It is a subset of the Dow Jones U.S. Financials Index. The Underlying Index includes components of subsectors in the Dow Jones U.S. Index: banks, asset managers, consumer finance, specialty finance, investment services and mortgage finance. BlackRock Fund Advisors acts as an investment adviser of the Fund.",21/6/00
IYH,143510,iShares US Healthcare ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares U.S. Healthcare ETF (the Fund), formerly iShares Dow Jones U.S. Healthcare Sector Index Fund (the Fund) is a non-diversified exchange-traded fund. The Fund seeks investment results that correspond generally to the price and yield performance, before fees and expenses, of the Dow Jones U.S. Health Care Index (the Index). The Index measures the performance of the healthcare sector of the United States equity market, and includes companies in the industry groups, such as healthcare equipment and services, pharmaceuticals and biotechnology. The Fund invests in a representative sample of securities included in the Index that collectively has an investment profile similar to the Index. Due to the use of representative sampling, the Fund may or may not hold all of the securities that are included in the Index. The Fund's investment advisor is BlackRock Fund Advisors (BFA).",16/6/00
IYJ,127818,iShares US Industrials ETF,Cboe BZX,Cboe BZX,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares U.S. Industrials ETF, formerly iShares Dow Jones U.S. Industrial Sector Index Fund (the Fund), is an exchange-traded fund. The Fund seeks investment results that correspond generally to the price and yield performance of the Dow Jones U.S. Industrials Index (the Index). The Index measures the performance of the industrials sector of the United States equity market, and includes companies in the industry groups, such as construction and materials, aerospace and defense, general industrials, electronic and electrical equipment, industrial engineering, industrial transportation and support services. The Fund invests in a representative sample of securities included in the Index that collectively has an investment profile similar to the Index. Due to the use of representative sampling, the Fund may or may not hold all of the securities that are included in the Index. The Fund's investment advisor is BlackRock Fund Advisors (BFA).",14/7/00
IYK,137660,iShares US Consumer Staples ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares U.S. Consumer Goods ETF (the Fund), formerly iShares Dow Jones U.S .Consumer Goods Sector Index Fund, is an exchange-traded fund (ETF). The Fund seeks investment results that correspond generally to the price and yield performance, before fees and expenses, of United States consumer goods stocks, as represented by the Dow Jones United States Consumer Goods Index. The Underlying Index measures the performance of the consumer goods sector of the United States equity market. The Underlying Index includes companies in a range of industry groups, which include automobiles and parts, beverages, food producers, household goods, leisure goods, personal goods and tobacco. The Fund generally invests at least 90% of its assets in securities of the Underlying Index and in depositary receipts representing securities of the Underlying Index. Its investment adviser is BlackRock Fund Advisors.",16/6/00
IYM,143621,iShares US Basic Materials ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares U.S. Basic Materials ETF, formerly iShares Dow Jones U.S. Basic Materials Sector Index Fund (the Fund), is an exchange-traded fund. The Fund seeks investment results that correspond generally to the price and yield performance of the Dow Jones U.S. Basic Materials Index (the Index). The Index measures the performance of the basic materials sector of the United States equity market. The Index includes companies in industry groups, such as chemicals, forestry and paper, industrial metals and mining. The Fund invests in a representative sample of securities included in the Index that collectively has an investment profile similar to the Index. Due to the use of representative sampling, the Fund may or may not hold all of the securities that are included in the Index. The Fund's investment advisor is BlackRock Fund Advisors, an indirect subsidiary of BlackRock, Inc.",20/6/00
IYR,143423,iShares US Real Estate ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,,19/6/00
IYT,132297,iShares US Transportation ETF,Cboe BZX,Cboe BZX,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares Transportation Average ETF (the Fund), formerly iShares Dow Jones Transportation Average Index Fund, is an exchange-traded fund (ETF). The Fund seek investment results that correspond generally to the price and yield performance, before fees and expenses, of Dow Jones Transportation Average Index. The Index measures the performance of the transportation sector of the United States equity market, and includes companies in the primary groups, such as airlines, trucking, railroads, air freight, transportation services and industrial services. The Fund invests in a representative sample of securities included in the Index that collectively has an investment profile similar to the Index. Due to the use of representative sampling, the Fund may or may not hold all of the securities that are included in the Index. The Fund's investment advisor is BlackRock Fund Advisors (BFA).",10/10/03
IYW,128358,iShares US Technology ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares U.S. Technology ETF, formerly iShares Dow Jones U.S. Technology Sector Index Fund (the Fund) is a non-diversified fund. The Fund seeks investment results that correspond generally to the price and yield performance, before fees and expenses, of the Dow Jones U.S. Technology Index (the Index). The Index measures the performance of the technology sector of the United States equity market, and includes companies in the industry groups, such as software and computer services and technology hardware and equipment. The Fund invests in a representative sample of securities included in the Index that collectively has an investment profile similar to the Index. Due to the use of representative sampling, the Fund may or may not hold all of the securities that are included in the Index. The Fund's investment advisor is BlackRock Fund Advisors (BFA).",19/5/00
IYY,147183,iShares Dow Jones US ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares Dow Jones US ETF, formerly iShares Dow Jones U.S. Index Fund (the Fund), is an exchange-traded fund. The Fund seeks investment results that correspond generally to the price and yield performance, before fees and expenses, of the Dow Jones U.S. Index (the Index). The Index measures the performance of the broad United States equity market, and is consisted of all of the companies in the Dow Jones Large-Cap Index, Dow Jones Mid-Cap Index and Dow Jones Small-Cap Index. The Fund invests in a representative sample of securities included in the Index that collectively has an investment profile similar to the Index. Due to the use of representative sampling, the Fund may or may not hold all of the securities that are included in the Index. The Fund's investment advisor is BlackRock Fund Advisors (BFA).",16/6/00
IYZ,127741,iShares US Telecommunications ETF,Cboe BZX,Cboe BZX,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares U.S. Telecommunications ETF (the Fund), formerly iShares Dow Jones U.S. Telecommunications Sector Index Fund, is a non-diversified fund. The Fund seeks investment results that correspond generally to the price and yield performance, before fees and expenses, of the Dow Jones U.S. Select Telecommunications Index (the Index). The Index measures the performance of the telecommunications sector of the United States equity market, and includes companies in the industry groups, such as fixed-line telecommunications and mobile telecommunications. The Fund invests in a representative sample of securities included in the Index that collectively has an investment profile similar to the Index. Due to the use of representative sampling, the Fund may or may not hold all of the securities that are included in the Index. The Fund's investment advisor is BlackRock Fund Advisors (BFA).",26/5/00
JNK,368400,SPDR Bloomberg High Yield Bond ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"SPDR Barclays High Yield Bond ETF (the Fund), formerly SPDR Barclays Capital High Yield Bond ETF, seeks to provide investment results that correspond to the price and yield performance of the Barclays Capital High Yield Very Liquid Index (the Index). The Index includes publicly issued United States dollar denominated, non-investment grade, fixed-rate, taxable corporate bonds that have a remaining maturity of at least one year, regardless of optionality, are rated high-yield using the middle rating of Moody's, S&P, and Fitch, respectively, and have $600 million or more of outstanding face value. Excluded from the Index are non-corporate bonds, structured notes with embedded swaps or other special features, private placements, bonds with equity-type features, floating-rate issues, Eurobonds, defaulted bonds, payment in kind (PIK) securities and emerging market bonds. The investment manager of the Fund is SSgA Funds Management, Inc. ",4/12/07
JPXN,143644,iShares JPX-Nikkei 400 ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares Japan Large-Cap ETF (the Fund), formerly iShares S&P/TOPIX 150 Index Fund, is an exchange-traded fund (ETF). The Fund seeks investment results that correspond generally to the price and yield performance of the S&P/TOPIX 150 (the Index). The Index is comprised of approximately 70% of the market value of the Japanese equity market. Components primarily include consumer discretionary, financial and industrials companies. The Fund generally invests at least 90% of its assets in securities of the Index and in depositary receipts representing securities of the Index. BlackRock Fund Advisors is the Fund's investment adviser.",26/10/01
JXI,218784,iShares Global Utilities ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares Global Utilities ETF, formerly iShares S&P Global Utilities Sector Index Fund (the Fund), is an exchange-traded fund. The Fund seeks investment results that correspond generally to the price and yield performance of the S&P Global 1200 Utilities Sector Index (the Index). The Index is a subset of the S&P Global 1200 Index and measures the performance of companies that the Index provider deems to be part of the utilities sector of the economy. The Fund invests in sectors, such as retailing, media, automobile and components, consumer services, consumer durable and apparel, S-T securities and other. The Fund's top 10 holdings include E.ON AG, Duke Energy Corp, National Grid Plc, Southern Co/The, GDF Suez, Exelon Corp, Dominion Resources Inc/Va, Nextera Energy Inc, Centrica Plc and Enel Spa. The Fund's investment advisor is BlackRock Fund Advisors.",21/9/06
KBE,181824,SPDR S&P Bank ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"SPDR KBW Bank ETF, formerly The SPDR S&P Bank ETF (the Fund), seeks to closely match the returns and characteristics of the S&P Banks Select Industry Index. The S&P Banks Select Industry Index is a float adjusted modified-market, capitalization-weighted index that seeks to reflect the performance of publicly traded companies that do business as banks or thrifts. The S&P Banks Select Industry Index consists of common stocks of national money centers and regional banks or thrifts listed on the New York Stock Exchange (NYSE) or another United States national securities exchange, (NASDAQ)/National Market System (NMS). The Fund invests all, but at least 80%, of its total assets in the securities consisting of the Index. In addition, the Fund may invest in equity securities that are not included in the Index, futures, options, swap contracts and other derivatives, cash and cash equivalents. SSgA Funds Management, Inc. (SSgA FM) serves as the investment adviser to the Fund.",15/11/05
KBWB,584997,Invesco KBW Bank ETF,Nasdaq,Nasdaq,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,,1/11/11
KBWD,529245,Invesco KBW High Dividend Yield Financial ETF,Nasdaq,Nasdaq,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,,2/12/10
KBWY,529247,Invesco KBW Premium Yield Equity REIT ETF,Nasdaq,Nasdaq,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,,2/12/10
KCE,181825,SPDR S&P Capital Markets ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"The SPDR S&P Capital Markets ETF (the Fund), formerly SPDR KBW Capital Markets ETF, seeks to closely match the returns and characteristics of the S&P Capital Markets Select Industry Index. The S&P Capital Markets Select Industry Index is a float-adjusted, modified-market, capitalization-weighted index that seeks to reflect the performance of the United States publicly traded companies that do business as broker dealers, asset managers, trust and custody banks or exchanges. The S&P Capital Markets Select Industry Index consists of companies active in the United States capital markets that are listed on the New York Stock Exchange (NYSE), or another the United States national securities exchange (NASDAQ)/ National Market System (NMS). The Fund invests all, but at least 80%, of its total assets in the securities consisting of the Index. SSgA Funds Management, Inc. (SSgA FM) serves as the investment adviser to the Fund.",15/11/05
KIE,181827,SPDR S&P Insurance ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"The SPDR S&P Insurance ETF (the Fund), formerly SPDR KBW Insurance ETF, seeks to closely match the returns and characteristics of the S&P Banks Select Industry Index. The Fund invests all, but at least 80%, of its total assets in the securities comprising the Index. The Fund invests in all of the securities represented in the Index in approximately the same proportions as the Index. The S&P Banks Select Industry Index is a float adjusted modified-market, capitalization-weighted index that seeks to reflect the performance of publicly traded companies that do business as banks or thrifts. The S&P Banks Select Industry Index consists of common stocks of national money centers and regional banks or thrifts listed on the New York Stock Exchange (NYSE) or another United States national securities exchange (NASDAQ)/National Market System (NMS). SSgA Funds Management, Inc. (SSgA FM) serves as the investment adviser to the Fund.",15/11/05
KNCT,167580,Invesco Next Gen Connectivity ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"PowerShares Dynamic Networking Portfolio (the Fund) is a non-diversified fund. The Fund seeks investment results that correspond generally to the price and yield of the Dynamic Networking Intellidex Index (the Index). The Index is designed to provide capital appreciation by evaluating companies based on a variety of investment merit criteria, including fundamental growth, stock valuation, investment timeliness and risk factors. Securities shown to possess the greatest capital appreciation potential are selected by the Index. The Fund normally invests at least 90% of its total assets in common stocks that consists of the Index. The Fund's investment advisor is Invesco PowerShares Capital Management LLC.",23/6/05
KOLD,580981,ProShares UltraShort Bloomberg Natural Gas ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,,6/10/11
KRE,208708,SPDR S&P Regional Banking ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"SPDR KBW Regional Banking ETF, formerly SPDR S&P Regional Banking ETF, seeks to closely match the returns and characteristics of the S&P Regional Banks Select Industry Index. Its approach is designed to provide portfolios with low portfolio turnover, tracking, and lower costs. As of October 27, 2011, the Company's holding included Privatebancorp Inc, Webster Finl Corp Conn, Umpqua Hldgs Corp, Firstmerit Corp, East West Bancorp Inc, Fifth Third Bancorp, Fnb Corp Pa, Susquehanna Bancshares Inc and Keycorp New and First Rep Bk San Fran Cali. As of October 27, 2011, its sector allocation included regional banks. SSgA Funds Management, Inc.(SSgA FM) serves as the investment adviser it.",22/6/06
KXI,218785,iShares Global Consumer Staples ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares Global Consumer Staples ETF (the Fund), formerly The iShares S&P Global Consumer Staples Index Fund, is an exchange-traded fund (ETF). The Fund seeks investment results that correspond to the price and yield performance of the S&P Global 1200 Consumer Staples Sector Index (the Index). The Index is a subset of the Standard & Poor's Global 1200 Index. Components primarily include consumer discretionary, consumer goods and consumer staples companies. The Index includes manufacturers and distributors of food, producers of non-durable household goods, and food and drug retailing companies. The Fund will concentrate its investments (that is hold 25% or more of its total assets) in a particular industry or group of industries, which may include large-, mid- or small-capitalization companies. The Fund's investment advisor is BlackRock Fund Advisors (BFA).",21/9/06
LEMB,589273,iShares JP Morgan EM Local Currency Bond ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,,20/10/11
LIT,508368,Global X Lithium & Battery Tech ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"Global X Lithium ETF (the Fund) seeks to provide investment results that correspond generally to the price and yield performance of the Solactive Global Lithium Index (the Index). The Index is free float adjusted, liquidity tested and market capitalization-weighted index that is designed to measure broad based equity market performance of global companies involved in the lithium industry, as defined by Structured Solutions AG. The Fund will normally invest at least 80% of its total assets in the securities of the Index and in depositary receipts based on the securities in the Index. The Fund will concentrate its investments (will hold 25% or more of its total assets) in a particular industry or group of industries to approximately the same extent that the Index is concentrated. The Index is sponsored by Structured Solutions AG, the index provider. The Fund's investment adviser is Global X Management Company LLC.",23/7/10
LQD,127566,iShares iBoxx $ Investment Grade Corporate Bond ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares iBoxx $ Investment Grade Corporate Bond ETF (the Fund), formerly iShares iBoxx $ Investment Grade Corporate Bond Fund, is an exchange-traded fund (ETF). The Fund seeks to track the investment results of the Markit iBoxx USD Liquid Investment Grade Index (the Index), which is a rules-based index consisting of liquid, the United States dollar-denominated, investment-grade corporate bonds for sale in the United States. The Index may include large-, mid- or small-capitalization companies, and components primarily include consumer services, financial, and oil and gas companies. The components of the Index, and the degree to which these components represent certain industries, may change over time. The Index is a subset of the Markit iBoxx USD Corporate Bond Index. The Fund generally invests at least 90% of its assets in securities of the Index and at least 95% of its assets in investment-grade corporate bonds. The Fund's investment adviser is BlackRock Fund Advisors.",26/7/02
LTL,388988,ProShares Ultra Communication Services ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"ProShares Ultra Telecommunications (the Fund) seeks daily investment results that correspond to twice the daily performance of the Dow Jones U.S. Select Telecommunications Index (the Index). The Dow Jones U.S. Technology Index measures providers of fixed-line and mobile telephone services. Fixed-line includes regional and long-distance carriers. Mobile includes cellular, satellite and paging services. The Fund intends to invest at least 80% of its net assets, including any borrowings for investment purposes, under normal circumstances, to equity securities contained in the Index and/or financial instruments that, in combination, have similar economic characteristics. The Fund intends to concentrate its investments in a particular industry or group of industries to approximately the same extent as the Index is so concentrated. ProShare Advisors LLC serves as the investment advisor to the Fund.",8/4/08
LTPZ,467900,PIMCO 15+ Year US TIPS Index ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"PIMCO 15+ Year US TIPS Index ETF (the Fund), formerly PIMCO 15+ Year U.S. TIPS Index Fund, is an exchange-traded fund. The investment objective of the Fund is provide total return that closely corresponds to the total return of The BofA Merrill Lynch 15+ Year US Inflation-Linked Treasury Index (the Underlying Index). The Fund seeks to achieve its investment objective by investing at least 80% of its total assets (exclusive of collateral held from securities lending) in the component securities (Component Securities) of the Underlying Index. The Underlying Index is an unmanaged index comprising Treasury Inflation Protected Securities (TIPS ) with a maturity of at least 15 years. As of September 30, 2009, there were eight TIPS issues in the Underlying Index. The Fund may invest in derivative instruments, such as options, futures contracts or swap agreements. The Fund's investment advisor is Pacific Investment Management Company LLC (PIMCO).",8/9/09
MBB,268286,iShares MBS ETF,Nasdaq,Nasdaq,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares MBS ETF (the Fund), formerly iShares Barclays MBS Bond Fund, is an exchange-traded fund (ETF). The Fund seeks investment results, which correspond to the price and yield performance of the Barclays Capital U.S. MBS Index (the Index). The Index measures the performance of investment grade mortgage-backed pass-through securities issued by the Government National Mortgage (GNMA). The Index measures the performance of investment grade mortgage-backed pass-through securities issued by the Government National Mortgage Association (GNMA), Federal National Mortgage Association (FNMA) and Federal Home Loan Mortgage Corporation (FHLMC). The Fund invests in a representative sample of securities included in the Index, which has an investment profile similar to the Index. The investment advisor of the Fund is BlackRock Fund Advisors (BFA). ",16/3/07
MCHI,544632,iShares MSCI China ETF,Nasdaq,Nasdaq,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"iShares MSCI China ETF, formerly iShares MSCI China Index Fund (the Fund), is an exchange traded fund. The Fund seeks investment results that correspond to the price and yield performance, of the MSCI China Index (the Underlying Index). The Fund is designed to measure the performance of the top 85% of equity securities by market capitalization in the Chinese equity markets. Securities are weighted based on the total market value of their shares so that securities with higher total market values generally have a higher representation in the index. Each security is a current constituent of the MSCI Inc. (MSCI) All-Country World Index. The Fund invests in sectors, such as financial, energy, industrials, material, information technology and utilities sectors. BlackRock Fund Advisors is the investment adviser of the Fund.",31/3/11
MDY,147792,SPDR S&P MidCap 400 ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"SPDR S&P MidCap 400 ETF is an exchange traded fund. SPDR MidCap 400 Trust focuses to correspond to the price and yield performance of the S&P MidCap 400 Index. The S&P MidCap 400 covers over 7% of the United States equities market, and is part of a series of S&P the United States indices. The index also includes companies, which should have four consecutive quarters of positive as-reported earnings, excluding discontinued operations and extraordinary items. Its investment sectors include financials, industrials, information technology, consumer discretionary, healthcare and materials. Bank of New York acts as an investment manager.",4/5/95
MDYG,181820,SPDR S&P 400 Mid Cap Growth ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"SPDR S&P 400 Mid Cap Growth ETF, before expenses, seeks to closely match the returns and characteristics of the S&P Mid Cap 400 Growth Index. The S&P MidCap 400 Growth Index measures the performance of the mid-capitalization growth sector in the United States equity market. The Index consists of those stocks in the S&P MidCap 400 Index exhibiting the strongest growth characteristics based on: sales growth; earnings change to price, and momentum. The selection universe for the S&P MidCap 400 Index includes all the United States common equities listed on the New York Stock Exchange, National Association of Securities Dealers Automated Quotation (NASDAQ) Global Select Market, NASDAQ Select Market and NASDAQ Capital Market with market capitalizations between $850 million and $3.8 billion. The Fund's investment advisor is SSgA Funds Management, Inc.",15/11/05
MDYV,181822,SPDR S&P 400 Mid Cap Value ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"SPDR S&P 400 Mid Cap Value ETF seeks to closely match the returns and characteristics of the S&P Mid Cap 400 Value Index. The S&P MidCap 400 Value Index measures the performance of the mid-capitalization value sector in the United States equity market. The Index consists of those stocks in the S&P MidCap 400 Index exhibiting the strongest value characteristics based on book value to price ratio; earnings to price ratio, and sales to price ratio. The selection universe for the S&P MidCap 400 Index includes all the United States common equities listed on the New York Stock Exchange, National Association of Securities Dealers Automated Quotation (NASDAQ) Global Select Market, NASDAQ Select Market and NASDAQ CapitalMarket with market capitalizations between $850 million and $3.8 billion. The Fund's investment advisor is SSgA Funds Management, Inc.",15/11/05
MGC,361158,Vanguard Mega Cap Index ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,,24/12/07
MGK,361159,Vanguard Mega Cap Growth Index ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"Vanguard Mega Cap Growth ETF, formerly Vanguard Mega Cap 300 Growth Index ETF, seeks to track the performance of a benchmark index that measures the investment return of the largest-capitalization growth stocks in the United States. The Fund employs a passive management or indexing investment approach designed to track the performance of the MSCI US Large-Cap Growth Index, which represents the growth companies of the Morgan Stanley Capital International (MSCI) US Large-Cap 300 Index. The Fund will invest at least 80% of its assets in the stocks that make up its target Index. The Fund attempts to replicate the target Index by investing all, or substantially all, of its assets in the stocks that make up the Index, holding each stock in approximately the same proportion as its weighting in the Index. The Vanguard Group, Inc., through its Quantitative Equity Group (QEG), serves as the investment advisor of the Fund.",21/12/07
MGV,361160,Vanguard Mega Cap Value Index ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"Vanguard Mega Cap Value ETF, formerly Vanguard Mega Cap 300 Value Index ETF, seeks to track the performance of a benchmark index that measures the investment return of the largest-capitalization value stocks in the United States. The Fund employs a passive management or indexing investment approach designed to track the performance of the Morgan Stanley Capital International (MSCI) US Large-Cap Value Index, which represents the value companies of the MSCI US Large-Cap 300 Index. The Fund will invest at least 80% of its assets in the stocks that make up its target Index. The Fund attempts to replicate the target Index by investing all, or substantially all, of its assets in the stocks that make up the Index, holding each stock in approximately the same proportion as its weighting in the Index. The Vanguard Group, Inc., through its Quantitative Equity Group (QEG), serves as the investment advisor of the Fund. ",21/12/07
MIDU,436392,Direxion Daily Mid Cap Bull 3X Shares ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,,8/1/09
MINT,475799,PIMCO Enhanced Short Maturity Active Exch Tr ETF,NYSE Arca,NYSE Arca,Stock Market,Exchange Traded Product,Exchange Traded Fund (ETF),,,"PIMCO Enhanced Short Maturity ETF (the Fund), formerly PIMCO Enhanced Short Maturity Strategy Fund, is an exchange-traded fund. The Fund seeks maximum current income, consistent with preservation of capital and daily liquidity. The Fund focuses on short maturity fixed income instruments. The Fund seeks to achieve its investment objective by investing at least 65% of its total assets in a diversified portfolio of fixed income instruments of varying maturities, which may be represented by forwards. The Fund primarily invests in the United States dollar-denominated investment grade debt securities. The Fund may invest, without limitation, in the United States dollar-denominated securities and instruments of foreign issuers. The Fund may invest, without limitation, in mortgage- or asset-backed securities, including to-be announced transactions. The Fund's investment advisor is Pacific Investment Management Company LLC (PIMCO).",17/11/09
